Key,English,Chinese,ChineseTraditional
name_item_201094,<color=#C244F1>高级牛角帽</color>,<color=#C244F1>高级牛角帽</color>,<color=#C244F1>高級牛角帽</color>
name_item_201095,<color=#ED7534>顶级牛角帽</color>,<color=#ED7534>顶级牛角帽</color>,<color=#ED7534>頂級牛角帽</color>
name_item_201096,<color=#EE3535>绝品牛角帽</color>,<color=#EE3535>绝品牛角帽</color>,<color=#EE3535>絕品牛角帽</color>
name_item_201100,星耀头盔,星耀头盔,星耀頭盔
name_item_201101,普通星耀头盔,普通星耀头盔,普通星耀頭盔
name_item_201102,<color=#38db38>优良星耀头盔</color>,<color=#38db38>优良星耀头盔</color>,<color=#38db38>優良星耀頭盔</color>
name_item_201103,<color=#289EE2>精炼星耀头盔</color>,<color=#289EE2>精炼星耀头盔</color>,<color=#289EE2>精煉星耀頭盔</color>
name_item_201104,<color=#C244F1>高级星耀头盔</color>,<color=#C244F1>高级星耀头盔</color>,<color=#C244F1>高級星耀頭盔</color>
name_item_201105,<color=#ED7534>顶级星耀头盔</color>,<color=#ED7534>顶级星耀头盔</color>,<color=#ED7534>頂級星耀頭盔</color>
name_item_201106,<color=#EE3535>绝品星耀头盔</color>,<color=#EE3535>绝品星耀头盔</color>,<color=#EE3535>絕品星耀頭盔</color>
name_item_201110,王者头盔,王者头盔,王者頭盔
name_item_201111,普通王者头盔,普通王者头盔,普通王者頭盔
name_item_201112,<color=#38db38>优良王者头盔</color>,<color=#38db38>优良王者头盔</color>,<color=#38db38>優良王者頭盔</color>
name_item_201113,<color=#289EE2>精炼王者头盔</color>,<color=#289EE2>精炼王者头盔</color>,<color=#289EE2>精煉王者頭盔</color>
name_item_201114,<color=#C244F1>高级王者头盔</color>,<color=#C244F1>高级王者头盔</color>,<color=#C244F1>高級王者頭盔</color>
name_item_201115,<color=#ED7534>顶级王者头盔</color>,<color=#ED7534>顶级王者头盔</color>,<color=#ED7534>頂級王者頭盔</color>
name_item_201116,<color=#EE3535>绝品王者头盔</color>,<color=#EE3535>绝品王者头盔</color>,<color=#EE3535>絕品王者頭盔</color>
name_item_301010,草甲,草甲,草甲
name_item_301011,普通草甲,普通草甲,普通草甲
name_item_301012,<color=#38db38>优良草甲</color>,<color=#38db38>优良草甲</color>,<color=#38db38>優良草甲</color>
name_item_301013,<color=#289EE2>精炼草甲</color>,<color=#289EE2>精炼草甲</color>,<color=#289EE2>精煉草甲</color>
name_item_301014,<color=#C244F1>高级草甲</color>,<color=#C244F1>高级草甲</color>,<color=#C244F1>高級草甲</color>
name_item_301015,<color=#ED7534>顶级草甲</color>,<color=#ED7534>顶级草甲</color>,<color=#ED7534>頂級草甲</color>
name_item_301016,<color=#EE3535>绝品草甲</color>,<color=#EE3535>绝品草甲</color>,<color=#EE3535>絕品草甲</color>
name_item_301020,骨甲,骨甲,骨甲
name_item_301021,普通骨甲,普通骨甲,普通骨甲
name_item_301022,<color=#38db38>优良骨甲</color>,<color=#38db38>优良骨甲</color>,<color=#38db38>優良骨甲</color>
name_item_301023,<color=#289EE2>精炼骨甲</color>,<color=#289EE2>精炼骨甲</color>,<color=#289EE2>精煉骨甲</color>
name_item_301024,<color=#C244F1>高级骨甲</color>,<color=#C244F1>高级骨甲</color>,<color=#C244F1>高級骨甲</color>
name_item_301025,<color=#ED7534>顶级骨甲</color>,<color=#ED7534>顶级骨甲</color>,<color=#ED7534>頂級骨甲</color>
name_item_301026,<color=#EE3535>绝品骨甲</color>,<color=#EE3535>绝品骨甲</color>,<color=#EE3535>絕品骨甲</color>
name_item_301030,兽甲,兽甲,獸甲
name_item_301031,普通兽甲,普通兽甲,普通獸甲
name_item_301032,<color=#38db38>优良兽甲</color>,<color=#38db38>优良兽甲</color>,<color=#38db38>優良獸甲</color>
name_item_301033,<color=#289EE2>精炼兽甲</color>,<color=#289EE2>精炼兽甲</color>,<color=#289EE2>精煉獸甲</color>
name_item_301034,<color=#C244F1>高级兽甲</color>,<color=#C244F1>高级兽甲</color>,<color=#C244F1>高級獸甲</color>
name_item_301035,<color=#ED7534>顶级兽甲</color>,<color=#ED7534>顶级兽甲</color>,<color=#ED7534>頂級獸甲</color>
name_item_301036,<color=#EE3535>绝品兽甲</color>,<color=#EE3535>绝品兽甲</color>,<color=#EE3535>絕品獸甲</color>
name_item_301040,鳄鱼铠甲,鳄鱼铠甲,鱷魚鎧甲
name_item_301041,普通鳄鱼铠甲,普通鳄鱼铠甲,普通鱷魚鎧甲
name_item_301042,<color=#38db38>优良鳄鱼铠甲</color>,<color=#38db38>优良鳄鱼铠甲</color>,<color=#38db38>優良鱷魚鎧甲</color>
name_item_301043,<color=#289EE2>精炼鳄鱼铠甲</color>,<color=#289EE2>精炼鳄鱼铠甲</color>,<color=#289EE2>精煉鱷魚鎧甲</color>
name_item_301044,<color=#C244F1>高级鳄鱼铠甲</color>,<color=#C244F1>高级鳄鱼铠甲</color>,<color=#C244F1>高級鱷魚鎧甲</color>
name_item_301045,<color=#ED7534>顶级鳄鱼铠甲</color>,<color=#ED7534>顶级鳄鱼铠甲</color>,<color=#ED7534>頂級鱷魚鎧甲</color>
name_item_301046,<color=#EE3535>绝品鳄鱼铠甲</color>,<color=#EE3535>绝品鳄鱼铠甲</color>,<color=#EE3535>絕品鱷魚鎧甲</color>
name_item_301050,叶甲,叶甲,葉甲
name_item_301051,普通叶甲,普通叶甲,普通葉甲
name_item_301052,<color=#38db38>优良叶甲</color>,<color=#38db38>优良叶甲</color>,<color=#38db38>優良葉甲</color>
name_item_301053,<color=#289EE2>精炼叶甲</color>,<color=#289EE2>精炼叶甲</color>,<color=#289EE2>精煉葉甲</color>
name_item_301054,<color=#C244F1>高级叶甲</color>,<color=#C244F1>高级叶甲</color>,<color=#C244F1>高級葉甲</color>
name_item_301055,<color=#ED7534>顶级叶甲</color>,<color=#ED7534>顶级叶甲</color>,<color=#ED7534>頂級葉甲</color>
name_item_301056,<color=#EE3535>绝品叶甲</color>,<color=#EE3535>绝品叶甲</color>,<color=#EE3535>絕品葉甲</color>
name_item_301060,蓝宝石铠甲,蓝宝石铠甲,藍寶石鎧甲
name_item_301061,普通蓝宝石铠甲,普通蓝宝石铠甲,普通藍寶石鎧甲
name_item_301062,<color=#38db38>优良蓝宝石铠甲</color>,<color=#38db38>优良蓝宝石铠甲</color>,<color=#38db38>優良藍寶石鎧甲</color>
name_item_301063,<color=#289EE2>精炼蓝宝石铠甲</color>,<color=#289EE2>精炼蓝宝石铠甲</color>,<color=#289EE2>精煉藍寶石鎧甲</color>
name_item_301064,<color=#C244F1>高级蓝宝石铠甲</color>,<color=#C244F1>高级蓝宝石铠甲</color>,<color=#C244F1>高級藍寶石鎧甲</color>
name_item_301065,<color=#ED7534>顶级蓝宝石铠甲</color>,<color=#ED7534>顶级蓝宝石铠甲</color>,<color=#ED7534>頂級藍寶石鎧甲</color>
name_item_301066,<color=#EE3535>绝品蓝宝石铠甲</color>,<color=#EE3535>绝品蓝宝石铠甲</color>,<color=#EE3535>絕品藍寶石鎧甲</color>
name_item_301070,石硬甲,石硬甲,石硬甲
name_item_301071,普通石硬甲,普通石硬甲,普通石硬甲
name_item_301072,<color=#38db38>优良石硬甲</color>,<color=#38db38>优良石硬甲</color>,<color=#38db38>優良石硬甲</color>
name_item_301073,<color=#289EE2>精炼石硬甲</color>,<color=#289EE2>精炼石硬甲</color>,<color=#289EE2>精煉石硬甲</color>
name_item_301074,<color=#C244F1>高级石硬甲</color>,<color=#C244F1>高级石硬甲</color>,<color=#C244F1>高級石硬甲</color>
name_item_301075,<color=#ED7534>顶级石硬甲</color>,<color=#ED7534>顶级石硬甲</color>,<color=#ED7534>頂級石硬甲</color>
name_item_301076,<color=#EE3535>绝品石硬甲</color>,<color=#EE3535>绝品石硬甲</color>,<color=#EE3535>絕品石硬甲</color>
name_item_301080,骷髅甲,骷髅甲,骷髏甲
name_item_301081,普通骷髅甲,普通骷髅甲,普通骷髏甲
name_item_301082,<color=#38db38>优良骷髅甲</color>,<color=#38db38>优良骷髅甲</color>,<color=#38db38>優良骷髏甲</color>
name_item_301083,<color=#289EE2>精炼骷髅甲</color>,<color=#289EE2>精炼骷髅甲</color>,<color=#289EE2>精煉骷髏甲</color>
name_item_301084,<color=#C244F1>高级骷髅甲</color>,<color=#C244F1>高级骷髅甲</color>,<color=#C244F1>高級骷髏甲</color>
name_item_301085,<color=#ED7534>顶级骷髅甲</color>,<color=#ED7534>顶级骷髅甲</color>,<color=#ED7534>頂級骷髏甲</color>
name_item_301086,<color=#EE3535>绝品骷髅甲</color>,<color=#EE3535>绝品骷髅甲</color>,<color=#EE3535>絕品骷髏甲</color>
name_item_301090,冰鳄铠甲,冰鳄铠甲,冰鱷鎧甲
name_item_301091,普通冰鳄铠甲,普通冰鳄铠甲,普通冰鱷鎧甲
name_item_301092,<color=#38db38>优良冰鳄铠甲</color>,<color=#38db38>优良冰鳄铠甲</color>,<color=#38db38>優良冰鱷鎧甲</color>
name_item_301093,<color=#289EE2>精炼冰鳄铠甲</color>,<color=#289EE2>精炼冰鳄铠甲</color>,<color=#289EE2>精煉冰鱷鎧甲</color>
name_item_301094,<color=#C244F1>高级冰鳄铠甲</color>,<color=#C244F1>高级冰鳄铠甲</color>,<color=#C244F1>高級冰鱷鎧甲</color>
name_item_301095,<color=#ED7534>顶级冰鳄铠甲</color>,<color=#ED7534>顶级冰鳄铠甲</color>,<color=#ED7534>頂級冰鱷鎧甲</color>
name_item_301096,<color=#EE3535>绝品冰鳄铠甲</color>,<color=#EE3535>绝品冰鳄铠甲</color>,<color=#EE3535>絕品冰鱷鎧甲</color>
name_item_301100,星耀铠甲,星耀铠甲,星耀鎧甲
name_item_301101,普通星耀铠甲,普通星耀铠甲,普通星耀鎧甲
name_item_301102,<color=#38db38>优良星耀铠甲</color>,<color=#38db38>优良星耀铠甲</color>,<color=#38db38>優良星耀鎧甲</color>
name_item_301103,<color=#289EE2>精炼星耀铠甲</color>,<color=#289EE2>精炼星耀铠甲</color>,<color=#289EE2>精煉星耀鎧甲</color>
name_item_301104,<color=#C244F1>高级星耀铠甲</color>,<color=#C244F1>高级星耀铠甲</color>,<color=#C244F1>高級星耀鎧甲</color>
name_item_301105,<color=#ED7534>顶级星耀铠甲</color>,<color=#ED7534>顶级星耀铠甲</color>,<color=#ED7534>頂級星耀鎧甲</color>
name_item_301106,<color=#EE3535>绝品星耀铠甲</color>,<color=#EE3535>绝品星耀铠甲</color>,<color=#EE3535>絕品星耀鎧甲</color>
name_item_301110,王者铠甲,王者铠甲,王者鎧甲
name_item_301111,普通王者铠甲,普通王者铠甲,普通王者鎧甲
name_item_301112,<color=#38db38>优良王者铠甲</color>,<color=#38db38>优良王者铠甲</color>,<color=#38db38>優良王者鎧甲</color>
name_item_301113,<color=#289EE2>精炼王者铠甲</color>,<color=#289EE2>精炼王者铠甲</color>,<color=#289EE2>精煉王者鎧甲</color>
name_item_301114,<color=#C244F1>高级王者铠甲</color>,<color=#C244F1>高级王者铠甲</color>,<color=#C244F1>高級王者鎧甲</color>
name_item_301115,<color=#ED7534>顶级王者铠甲</color>,<color=#ED7534>顶级王者铠甲</color>,<color=#ED7534>頂級王者鎧甲</color>
name_item_301116,<color=#EE3535>绝品王者铠甲</color>,<color=#EE3535>绝品王者铠甲</color>,<color=#EE3535>絕品王者鎧甲</color>
name_item_401010,茅草短靴,茅草短靴,茅草短靴
name_item_401011,普通茅草短靴,普通茅草短靴,普通茅草短靴
name_item_401012,<color=#38db38>优良茅草短靴</color>,<color=#38db38>优良茅草短靴</color>,<color=#38db38>優良茅草短靴</color>
name_item_401013,<color=#289EE2>精炼茅草短靴</color>,<color=#289EE2>精炼茅草短靴</color>,<color=#289EE2>精煉茅草短靴</color>
name_item_401014,<color=#C244F1>高级茅草短靴</color>,<color=#C244F1>高级茅草短靴</color>,<color=#C244F1>高級茅草短靴</color>
name_item_401015,<color=#ED7534>顶级茅草短靴</color>,<color=#ED7534>顶级茅草短靴</color>,<color=#ED7534>頂級茅草短靴</color>
name_item_401016,<color=#EE3535>绝品茅草短靴</color>,<color=#EE3535>绝品茅草短靴</color>,<color=#EE3535>絕品茅草短靴</color>
name_item_401020,骨板鞋,骨板鞋,骨板鞋
name_item_401021,普通骨板鞋,普通骨板鞋,普通骨板鞋
name_item_401022,<color=#38db38>优良骨板鞋</color>,<color=#38db38>优良骨板鞋</color>,<color=#38db38>優良骨板鞋</color>
name_item_401023,<color=#289EE2>精炼骨板鞋</color>,<color=#289EE2>精炼骨板鞋</color>,<color=#289EE2>精煉骨板鞋</color>
name_item_401024,<color=#C244F1>高级骨板鞋</color>,<color=#C244F1>高级骨板鞋</color>,<color=#C244F1>高級骨板鞋</color>
name_item_401025,<color=#ED7534>顶级骨板鞋</color>,<color=#ED7534>顶级骨板鞋</color>,<color=#ED7534>頂級骨板鞋</color>
name_item_401026,<color=#EE3535>绝品骨板鞋</color>,<color=#EE3535>绝品骨板鞋</color>,<color=#EE3535>絕品骨板鞋</color>
name_item_401030,短绒靴,短绒靴,短絨靴
name_item_401031,普通短绒靴,普通短绒靴,普通短絨靴
name_item_401032,<color=#38db38>优良短绒靴</color>,<color=#38db38>优良短绒靴</color>,<color=#38db38>優良短絨靴</color>
name_item_401033,<color=#289EE2>精炼短绒靴</color>,<color=#289EE2>精炼短绒靴</color>,<color=#289EE2>精煉短絨靴</color>
name_item_401034,<color=#C244F1>高级短绒靴</color>,<color=#C244F1>高级短绒靴</color>,<color=#C244F1>高級短絨靴</color>
name_item_401035,<color=#ED7534>顶级短绒靴</color>,<color=#ED7534>顶级短绒靴</color>,<color=#ED7534>頂級短絨靴</color>
name_item_401036,<color=#EE3535>绝品短绒靴</color>,<color=#EE3535>绝品短绒靴</color>,<color=#EE3535>絕品短絨靴</color>
name_item_401040,狼牙靴,狼牙靴,狼牙靴
name_item_401041,普通狼牙靴,普通狼牙靴,普通狼牙靴
name_item_401042,<color=#38db38>优良狼牙靴</color>,<color=#38db38>优良狼牙靴</color>,<color=#38db38>優良狼牙靴</color>
name_item_401043,<color=#289EE2>精炼狼牙靴</color>,<color=#289EE2>精炼狼牙靴</color>,<color=#289EE2>精煉狼牙靴</color>
name_item_401044,<color=#C244F1>高级狼牙靴</color>,<color=#C244F1>高级狼牙靴</color>,<color=#C244F1>高級狼牙靴</color>
name_item_401045,<color=#ED7534>顶级狼牙靴</color>,<color=#ED7534>顶级狼牙靴</color>,<color=#ED7534>頂級狼牙靴</color>
name_item_401046,<color=#EE3535>绝品狼牙靴</color>,<color=#EE3535>绝品狼牙靴</color>,<color=#EE3535>絕品狼牙靴</color>
name_item_401050,绿叶短靴,绿叶短靴,綠葉短靴
name_item_401051,普通绿叶短靴,普通绿叶短靴,普通綠葉短靴
name_item_401052,<color=#38db38>优良绿叶短靴</color>,<color=#38db38>优良绿叶短靴</color>,<color=#38db38>優良綠葉短靴</color>
name_item_401053,<color=#289EE2>精炼绿叶短靴</color>,<color=#289EE2>精炼绿叶短靴</color>,<color=#289EE2>精煉綠葉短靴</color>
name_item_401054,<color=#C244F1>高级绿叶短靴</color>,<color=#C244F1>高级绿叶短靴</color>,<color=#C244F1>高級綠葉短靴</color>
name_item_401055,<color=#ED7534>顶级绿叶短靴</color>,<color=#ED7534>顶级绿叶短靴</color>,<color=#ED7534>頂級綠葉短靴</color>
name_item_401056,<color=#EE3535>绝品绿叶短靴</color>,<color=#EE3535>绝品绿叶短靴</color>,<color=#EE3535>絕品綠葉短靴</color>
name_item_401060,蓝宝石战靴,蓝宝石战靴,藍寶石戰靴
name_item_401061,普通蓝宝石战靴,普通蓝宝石战靴,普通藍寶石戰靴
name_item_401062,<color=#38db38>优良蓝宝石战靴</color>,<color=#38db38>优良蓝宝石战靴</color>,<color=#38db38>優良藍寶石戰靴</color>
name_item_401063,<color=#289EE2>精炼蓝宝石战靴</color>,<color=#289EE2>精炼蓝宝石战靴</color>,<color=#289EE2>精煉藍寶石戰靴</color>
name_item_401064,<color=#C244F1>高级蓝宝石战靴</color>,<color=#C244F1>高级蓝宝石战靴</color>,<color=#C244F1>高級藍寶石戰靴</color>
name_item_401065,<color=#ED7534>顶级蓝宝石战靴</color>,<color=#ED7534>顶级蓝宝石战靴</color>,<color=#ED7534>頂級藍寶石戰靴</color>
name_item_401066,<color=#EE3535>绝品蓝宝石战靴</color>,<color=#EE3535>绝品蓝宝石战靴</color>,<color=#EE3535>絕品藍寶石戰靴</color>
name_item_401070,兽牙鞋,兽牙鞋,獸牙鞋
name_item_401071,普通兽牙鞋,普通兽牙鞋,普通獸牙鞋
name_item_401072,<color=#38db38>优良兽牙鞋</color>,<color=#38db38>优良兽牙鞋</color>,<color=#38db38>優良獸牙鞋</color>
name_item_401073,<color=#289EE2>精炼兽牙鞋</color>,<color=#289EE2>精炼兽牙鞋</color>,<color=#289EE2>精煉獸牙鞋</color>
name_item_401074,<color=#C244F1>高级兽牙鞋</color>,<color=#C244F1>高级兽牙鞋</color>,<color=#C244F1>高級獸牙鞋</color>
name_item_401075,<color=#ED7534>顶级兽牙鞋</color>,<color=#ED7534>顶级兽牙鞋</color>,<color=#ED7534>頂級獸牙鞋</color>
name_item_401076,<color=#EE3535>绝品兽牙鞋</color>,<color=#EE3535>绝品兽牙鞋</color>,<color=#EE3535>絕品獸牙鞋</color>
name_item_401080,兽毛鞋,兽毛鞋,獸毛鞋
name_item_401081,普通兽毛鞋,普通兽毛鞋,普通獸毛鞋
